Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Month
Braxton Key,SF,26,DEN,4,0,2.5,0.3,1.0,0.25,0.0,0.3,0.0,0.3,0.8,0.333,0.25,0.0,0.0,,0.0,0.3,0.3,0.8,0.0,0.0,0.0,0.5,0.5,11-2023
Corey Kispert,SF,24,WAS,12,0,22.6,3.5,7.5,0.467,1.8,4.8,0.362,1.8,2.7,0.656,0.583,1.6,2.0,0.792,0.7,1.8,2.4,1.6,0.4,0.0,1.0,1.6,10.3,11-2023
Maxi Kleber,C,32,DAL,5,1,18.0,0.8,3.2,0.25,0.6,1.8,0.333,0.2,1.4,0.143,0.344,1.2,2.0,0.6,0.8,3.4,4.2,2.0,0.2,0.2,0.8,1.6,3.4,11-2023
Kevin Knox,SF,24,DET,4,2,27.5,4.8,9.3,0.514,2.0,4.5,0.444,2.8,4.8,0.579,0.622,0.3,0.5,0.5,1.3,4.0,5.3,0.8,1.0,0.3,1.0,2.8,11.8,11-2023
John Konchar,SF,27,MEM,10,2,19.4,1.5,3.5,0.429,0.8,2.0,0.4,0.7,1.5,0.467,0.543,0.0,0.0,,1.0,3.1,4.1,1.9,0.8,0.7,0.4,1.1,3.8,11-2023
Furkan Korkmaz,SG,26,PHI,10,0,7.5,0.8,2.0,0.4,0.3,0.9,0.333,0.5,1.1,0.455,0.475,0.4,0.6,0.667,0.1,0.5,0.6,0.3,0.5,0.0,0.6,0.4,2.3,11-2023
Luke Kornet,C,28,BOS,10,0,12.3,1.7,2.1,0.81,0.0,0.0,,1.7,2.1,0.81,0.81,0.6,0.8,0.75,1.2,2.3,3.5,0.6,0.4,0.3,0.3,1.0,4.0,11-2023
Jonathan Kuminga,PF,21,GSW,14,1,20.4,4.2,9.7,0.434,0.4,2.3,0.188,3.8,7.4,0.51,0.456,3.1,4.3,0.717,0.9,2.4,3.3,0.9,0.6,0.4,1.5,2.5,11.9,11-2023
Kyle Kuzma,PF,28,WAS,13,13,30.4,9.2,19.4,0.476,2.4,6.7,0.356,6.8,12.7,0.539,0.538,2.5,3.2,0.786,1.1,4.6,5.7,3.9,0.3,0.5,2.2,1.8,23.4,11-2023
Jock Landale,C,28,HOU,10,0,9.2,0.6,2.1,0.286,0.2,0.9,0.222,0.4,1.2,0.333,0.333,0.2,0.2,1.0,0.9,1.2,2.1,0.8,0.3,0.2,0.7,0.7,1.6,11-2023
Jake LaRavia,PF,22,MEM,5,0,12.2,1.4,4.0,0.35,0.4,2.4,0.167,1.0,1.6,0.625,0.4,0.2,0.4,0.5,0.6,1.0,1.6,0.4,0.2,0.0,0.4,1.6,3.4,11-2023
Zach LaVine,SG,28,CHI,15,15,35.5,7.1,16.5,0.431,2.5,7.5,0.339,4.6,9.1,0.507,0.508,4.5,5.2,0.872,0.3,4.7,5.1,3.3,0.9,0.3,2.1,2.1,21.3,11-2023
Saben Lee,PG,24,PHO,3,0,3.3,1.0,2.0,0.5,0.0,0.3,0.0,1.0,1.7,0.6,0.5,0.0,0.0,,0.7,0.3,1.0,1.0,0.0,0.3,0.0,0.3,2.0,11-2023
Alex Len,C,30,SAC,6,0,6.8,1.0,1.3,0.75,0.0,0.2,0.0,1.0,1.2,0.857,0.75,0.5,1.2,0.429,1.2,1.5,2.7,0.8,0.2,0.8,0.3,0.3,2.5,11-2023
Kawhi Leonard,SF,32,LAC,12,12,33.7,7.8,16.8,0.463,2.5,5.9,0.423,5.3,10.8,0.485,0.537,3.0,3.8,0.8,1.2,4.2,5.3,3.5,1.9,0.5,1.7,1.7,21.0,11-2023
Caris LeVert,SG,29,CLE,11,1,33.1,6.5,15.4,0.42,1.9,6.1,0.313,4.5,9.3,0.49,0.482,3.2,4.4,0.729,0.5,3.8,4.4,3.8,1.3,0.5,1.3,1.8,18.0,11-2023
Kira Lewis Jr.,PG,22,NOP,11,0,11.0,1.3,3.9,0.326,0.2,1.4,0.133,1.1,2.5,0.429,0.349,0.7,0.8,0.889,0.3,0.6,0.9,1.6,0.5,0.1,0.5,0.7,3.5,11-2023
Maxwell Lewis,SF,21,LAL,6,0,3.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,11-2023
E.J. Liddell,PF,23,NOP,3,0,3.0,0.3,1.3,0.25,0.0,1.0,0.0,0.3,0.3,1.0,0.25,0.7,0.7,1.0,0.0,0.7,0.7,0.0,0.0,0.3,0.3,0.3,1.3,11-2023
Damian Lillard,PG,33,MIL,12,12,33.3,6.4,16.3,0.395,2.8,8.7,0.327,3.6,7.6,0.473,0.482,8.9,9.7,0.922,0.6,3.7,4.3,6.3,1.0,0.1,2.6,1.3,24.6,11-2023
Nassir Little,PF,23,PHO,8,0,11.6,1.6,3.1,0.52,0.8,2.1,0.353,0.9,1.0,0.875,0.64,0.5,0.8,0.667,0.4,1.0,1.4,0.5,0.6,0.5,0.3,1.6,4.5,11-2023
Dereck Lively II,C,19,DAL,13,12,24.5,3.8,5.3,0.71,0.0,0.2,0.0,3.8,5.2,0.731,0.71,1.1,1.7,0.636,2.9,4.5,7.5,1.2,0.6,1.2,1.1,3.5,8.6,11-2023
Isaiah Livers,PF,25,DET,1,0,23.0,1.0,7.0,0.143,0.0,3.0,0.0,1.0,4.0,0.25,0.143,4.0,4.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,6.0,11-2023
Chris Livingston,SF,20,MIL,2,0,4.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,1.25,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.5,11-2023
Kenneth Lofton Jr.,PF,21,MEM,9,0,9.3,1.1,2.9,0.385,0.2,0.8,0.286,0.9,2.1,0.421,0.423,0.6,1.3,0.417,0.2,1.1,1.3,1.1,0.2,0.2,0.7,1.6,3.0,11-2023
Kevon Looney,C,27,GSW,15,13,24.2,2.7,4.4,0.606,0.0,0.0,,2.7,4.4,0.606,0.606,0.8,1.1,0.75,3.5,5.9,9.4,2.9,0.7,0.4,0.9,2.7,6.1,11-2023
Brook Lopez,C,35,MIL,14,14,28.2,4.0,8.9,0.452,1.6,4.7,0.333,2.4,4.1,0.586,0.54,1.1,1.4,0.789,1.4,3.6,4.9,1.0,0.7,3.0,0.9,2.0,10.6,11-2023
Robin Lopez,C,35,MIL,3,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.7,0.7,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.7,0.7,11-2023
Kevin Love,PF,35,MIA,9,3,16.8,2.3,6.2,0.375,1.6,4.9,0.318,0.8,1.3,0.583,0.5,1.6,2.0,0.778,0.7,5.6,6.2,1.9,0.1,0.0,0.6,1.8,7.8,11-2023
Kyle Lowry,PG,37,MIA,13,13,29.0,2.3,5.8,0.4,1.8,4.2,0.426,0.5,1.6,0.333,0.553,0.6,0.6,1.0,0.8,3.2,4.1,4.8,1.4,0.2,1.5,2.6,7.0,11-2023
Théo Maledon,PG,22,CHO,11,1,17.5,1.7,5.8,0.297,0.5,2.6,0.172,1.3,3.2,0.4,0.336,1.0,1.1,0.917,0.4,1.7,2.1,2.1,0.6,0.0,1.4,1.5,4.9,11-2023
Sandro Mamukelashvili,C,24,SAS,5,0,8.4,1.0,2.4,0.417,0.2,1.0,0.2,0.8,1.4,0.571,0.458,1.0,1.2,0.833,1.0,1.4,2.4,1.0,0.2,0.2,0.6,1.2,3.2,11-2023
Terance Mann,SG,27,LAC,6,2,24.8,1.3,4.5,0.296,0.3,2.3,0.143,1.0,2.2,0.462,0.333,0.2,0.3,0.5,1.5,3.7,5.2,2.8,0.8,0.2,0.8,2.2,3.2,11-2023
Tre Mann,PG,22,OKC,5,0,8.8,2.0,3.6,0.556,0.6,1.6,0.375,1.4,2.0,0.7,0.639,0.2,0.2,1.0,0.6,1.6,2.2,1.2,0.2,0.0,1.0,0.2,4.8,11-2023
Boban Marjanović,C,35,HOU,3,0,6.7,1.7,3.0,0.556,0.0,0.3,0.0,1.7,2.7,0.625,0.556,0.0,0.3,0.0,0.7,2.0,2.7,1.0,0.0,0.3,0.0,0.7,3.3,11-2023
Lauri Markkanen,PF,26,UTA,13,13,35.1,8.4,17.2,0.487,3.5,8.8,0.4,4.8,8.4,0.578,0.589,4.5,5.3,0.841,2.5,6.3,8.8,1.2,1.0,1.0,1.4,2.3,24.8,11-2023
Naji Marshall,SF,26,NOP,5,0,20.6,3.6,6.6,0.545,1.6,3.4,0.471,2.0,3.2,0.625,0.667,2.0,2.2,0.909,0.8,3.0,3.8,2.0,0.8,0.4,2.0,1.6,10.8,11-2023
Caleb Martin,SF,28,MIA,4,0,17.0,1.5,6.5,0.231,0.8,3.3,0.231,0.8,3.3,0.231,0.288,0.0,0.0,,0.8,1.8,2.5,1.3,0.8,0.0,0.5,1.3,3.8,11-2023
KJ Martin,SF,23,TOT,7,0,6.3,0.6,1.6,0.364,0.1,0.7,0.2,0.4,0.9,0.5,0.409,0.1,0.3,0.5,0.3,0.4,0.7,0.3,0.3,0.1,0.4,0.9,1.4,11-2023
KJ Martin,SF,23,LAC,2,0,15.5,2.0,5.0,0.4,0.5,2.5,0.2,1.5,2.5,0.6,0.45,0.5,1.0,0.5,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0,11-2023
KJ Martin,SF,23,PHI,5,0,2.6,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.2,0.2,0.4,0.2,0.0,0.0,0.2,0.6,0.0,11-2023
Garrison Mathews,SG,27,ATL,3,0,3.0,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,,0.5,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,1.0,11-2023
Bennedict Mathurin,SF,21,IND,12,12,24.8,4.8,11.3,0.419,1.3,3.8,0.326,3.5,7.5,0.467,0.474,2.3,2.8,0.794,1.4,2.8,4.3,2.3,0.8,0.2,1.3,1.7,13.0,11-2023
Wesley Matthews,SG,37,ATL,3,0,9.3,1.0,1.7,0.6,1.0,1.7,0.6,0.0,0.0,,0.9,1.0,2.0,0.5,0.7,1.0,1.7,0.3,0.3,0.0,0.3,2.3,4.0,11-2023
Tyrese Maxey,PG,23,PHI,13,13,38.1,9.3,19.6,0.475,3.5,7.8,0.446,5.8,11.8,0.494,0.563,4.7,4.9,0.953,0.7,4.1,4.8,7.1,0.8,0.8,1.5,1.8,26.8,11-2023
Skylar Mays,PG,26,POR,12,5,20.5,3.4,8.3,0.41,0.8,3.2,0.263,2.6,5.2,0.5,0.46,0.9,1.1,0.846,0.3,1.5,1.8,5.0,0.9,0.2,1.2,1.4,8.6,11-2023
Miles McBride,PG,23,NYK,11,0,4.8,0.7,1.5,0.471,0.4,1.2,0.308,0.4,0.4,1.0,0.588,0.1,0.2,0.5,0.1,0.2,0.3,0.2,0.4,0.0,0.0,0.6,1.9,11-2023
CJ McCollum,PG,32,NOP,6,6,34.3,7.3,16.7,0.44,3.2,8.3,0.38,4.2,8.3,0.5,0.535,3.8,5.2,0.742,0.8,4.0,4.8,5.7,1.5,0.8,1.3,2.3,21.7,11-2023
T.J. McConnell,PG,31,IND,8,0,14.6,3.4,5.8,0.587,0.0,0.5,0.0,3.4,5.3,0.643,0.587,1.3,1.5,0.833,0.6,2.1,2.8,3.5,0.8,0.1,0.9,1.3,8.0,11-2023
Jaden McDaniels,SF,23,MIN,11,11,23.6,4.2,7.2,0.582,1.0,2.6,0.379,3.2,4.5,0.7,0.652,0.2,0.2,1.0,0.6,1.5,2.2,1.3,0.5,0.4,1.0,3.3,9.5,11-2023
Jalen McDaniels,SF,26,TOR,11,0,9.3,0.8,3.3,0.25,0.2,1.5,0.118,0.6,1.7,0.368,0.278,0.0,0.0,,0.1,1.1,1.2,0.5,0.3,0.2,0.3,0.6,1.8,11-2023
Doug McDermott,SF,32,SAS,14,0,17.0,2.4,4.9,0.493,1.9,3.7,0.5,0.6,1.2,0.471,0.681,0.3,0.4,0.667,0.1,1.0,1.1,1.8,0.2,0.1,0.6,1.4,7.0,11-2023
JaVale McGee,C,36,SAC,11,0,11.1,3.0,4.5,0.66,0.0,0.1,0.0,3.0,4.5,0.673,0.66,0.9,1.4,0.667,1.5,2.5,4.0,0.5,0.4,0.5,1.2,1.3,6.9,11-2023
Bryce McGowens,SG,21,CHO,8,0,15.6,1.0,3.1,0.32,0.6,2.3,0.278,0.4,0.9,0.429,0.42,0.8,1.0,0.75,0.1,1.8,1.9,0.9,0.4,0.0,0.6,1.5,3.4,11-2023
Jordan McLaughlin,PG,27,MIN,5,0,3.8,0.2,0.8,0.25,0.2,0.4,0.5,0.0,0.4,0.0,0.375,0.4,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,1.0,11-2023
De'Anthony Melton,SG,25,PHI,13,13,29.3,3.9,9.5,0.415,2.3,5.2,0.441,1.6,4.2,0.382,0.537,1.7,2.2,0.759,0.5,3.3,3.8,3.8,1.4,0.3,1.3,2.5,11.8,11-2023
Sam Merrill,SG,27,CLE,7,0,7.1,0.7,2.4,0.294,0.7,2.1,0.333,0.0,0.3,0.0,0.441,0.0,0.0,,0.3,0.4,0.7,0.6,0.3,0.0,0.1,0.3,2.1,11-2023
Chimezie Metu,C,26,PHO,5,0,2.6,0.6,1.6,0.375,0.0,0.6,0.0,0.6,1.0,0.6,0.375,0.4,0.4,1.0,0.0,0.8,0.8,0.2,0.0,0.2,0.4,0.4,1.6,11-2023
Vasilije Micić,PG,30,OKC,7,0,12.4,1.1,2.9,0.4,0.7,1.6,0.455,0.4,1.3,0.333,0.525,0.6,0.9,0.667,0.0,0.6,0.6,2.9,0.1,0.0,1.1,0.9,3.6,11-2023
Khris Middleton,SF,32,MIL,11,11,19.7,4.5,9.3,0.49,1.2,3.8,0.31,3.4,5.5,0.617,0.554,1.7,2.1,0.826,0.7,3.4,4.1,3.8,0.7,0.1,1.9,1.7,12.0,11-2023
Brandon Miller,SF,21,CHO,12,7,30.0,5.3,11.5,0.457,1.3,4.2,0.32,3.9,7.3,0.534,0.514,1.8,2.3,0.778,1.6,2.8,4.3,1.9,0.6,0.5,1.1,3.0,13.6,11-2023
Jordan Miller,SF,24,LAC,2,0,3.5,1.0,1.5,0.667,0.5,0.5,1.0,0.5,1.0,0.5,0.833,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,11-2023
Leonard Miller,SF,20,MIN,1,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11-2023
Shake Milton,SG,27,MIN,13,0,15.5,1.8,4.7,0.393,0.5,1.9,0.24,1.4,2.8,0.5,0.443,1.3,1.6,0.81,0.2,2.0,2.2,1.4,0.6,0.1,1.1,1.7,5.5,11-2023
Justin Minaya,SF,24,POR,5,0,6.0,0.4,1.2,0.333,0.4,0.8,0.5,0.0,0.4,0.0,0.5,0.2,0.4,0.5,0.8,0.2,1.0,0.0,0.0,0.2,0.2,0.2,1.4,11-2023
Josh Minott,SF,21,MIN,7,0,2.7,0.7,1.4,0.5,0.0,0.6,0.0,0.7,0.9,0.833,0.5,0.3,0.6,0.5,0.1,0.3,0.4,0.1,0.0,0.1,0.0,0.4,1.7,11-2023
Davion Mitchell,PG,25,SAC,10,3,19.5,1.9,5.6,0.339,1.0,3.3,0.303,0.9,2.3,0.391,0.429,0.3,0.3,1.0,0.1,1.2,1.3,3.1,0.4,0.2,1.1,2.0,5.1,11-2023
Donovan Mitchell,SG,27,CLE,10,10,36.2,10.5,21.6,0.486,3.5,8.9,0.393,7.0,12.7,0.551,0.567,4.7,5.3,0.887,0.9,4.0,4.9,5.3,2.0,0.6,2.6,2.3,29.2,11-2023
Evan Mobley,PF,22,CLE,13,13,32.8,7.0,12.5,0.558,0.1,0.5,0.143,6.9,12.0,0.577,0.561,2.5,3.5,0.717,3.2,7.2,10.4,3.2,0.8,1.8,2.1,2.8,16.6,11-2023
Isaiah Mobley,PF,24,CLE,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11-2023
Malik Monk,SG,25,SAC,13,0,23.3,4.2,10.5,0.397,2.5,6.0,0.41,1.7,4.5,0.379,0.515,2.4,2.8,0.838,0.7,2.1,2.8,5.4,0.5,0.6,2.1,1.8,13.2,11-2023
Moses Moody,SG,21,GSW,15,1,17.6,2.7,5.9,0.449,1.1,3.3,0.34,1.5,2.6,0.59,0.545,0.9,1.2,0.778,1.0,2.1,3.1,1.1,0.9,0.3,0.5,1.1,7.4,11-2023
Marcus Morris,PF,34,PHI,6,0,7.8,0.5,1.7,0.3,0.2,0.8,0.2,0.3,0.8,0.4,0.35,0.2,0.2,1.0,0.0,1.2,1.2,0.2,0.0,0.2,0.2,0.7,1.3,11-2023
Markieff Morris,PF,34,DAL,2,0,4.5,0.5,3.0,0.167,0.0,2.0,0.0,0.5,1.0,0.5,0.167,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,11-2023
Dejounte Murray,SG,27,ATL,12,12,34.5,8.0,16.5,0.485,2.3,5.8,0.391,5.8,10.8,0.535,0.553,3.0,3.7,0.818,0.5,3.8,4.3,5.4,1.4,0.3,2.6,1.4,21.3,11-2023
Jamal Murray,PG,26,DEN,7,7,30.9,6.0,13.9,0.433,2.0,4.6,0.438,4.0,9.3,0.431,0.505,2.3,2.7,0.842,0.4,2.1,2.6,7.4,0.3,0.7,2.3,1.9,16.3,11-2023
Keegan Murray,SF,23,SAC,13,13,33.1,4.9,12.6,0.39,2.1,7.2,0.287,2.8,5.4,0.529,0.473,1.3,1.5,0.85,1.8,4.3,6.2,2.0,1.4,0.6,1.2,2.4,13.2,11-2023
Kris Murray,SF,23,POR,8,0,8.6,0.5,1.6,0.308,0.3,1.0,0.25,0.3,0.6,0.4,0.385,0.4,0.5,0.75,0.3,0.5,0.8,0.4,0.5,0.1,0.1,1.0,1.6,11-2023
Mike Muscala,C,32,WAS,6,1,10.7,1.0,2.7,0.375,0.3,1.3,0.25,0.7,1.3,0.5,0.438,0.7,0.7,1.0,0.3,1.8,2.2,0.7,0.2,0.2,1.0,1.2,3.0,11-2023
Svi Mykhailiuk,SF,26,BOS,7,0,8.3,0.9,2.4,0.353,0.6,2.0,0.286,0.3,0.4,0.667,0.471,0.0,0.0,,0.1,0.6,0.7,0.1,0.4,0.0,0.6,0.6,2.3,11-2023
Larry Nance Jr.,C,31,NOP,10,0,15.7,1.6,3.3,0.485,0.3,0.9,0.333,1.3,2.4,0.542,0.53,0.3,0.6,0.5,1.3,3.1,4.4,0.8,0.5,0.1,0.9,1.4,3.8,11-2023
Andrew Nembhard,PG,24,IND,11,1,18.4,3.3,6.8,0.48,0.7,2.5,0.286,2.5,4.3,0.596,0.533,0.3,0.4,0.75,0.4,1.5,1.8,4.0,0.8,0.0,1.5,1.9,7.5,11-2023
Aaron Nesmith,SF,24,IND,12,0,23.2,3.7,7.3,0.5,1.9,4.2,0.46,1.8,3.2,0.553,0.631,1.0,1.6,0.632,0.8,2.5,3.3,1.1,0.8,0.6,0.5,2.9,10.3,11-2023
Georges Niang,PF,30,CLE,13,1,22.7,2.5,6.7,0.379,1.3,4.1,0.321,1.2,2.6,0.471,0.477,0.6,0.6,1.0,0.3,3.5,3.8,1.1,0.2,0.2,0.6,2.2,7.0,11-2023
Daishen Nix,PG,21,MIN,3,0,2.3,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,11-2023
Zeke Nnaji,PF,23,DEN,14,0,10.9,1.4,2.6,0.528,0.2,0.5,0.429,1.1,2.1,0.552,0.569,0.8,1.2,0.647,0.9,1.4,2.4,0.4,0.2,0.4,0.6,1.4,3.7,11-2023
Markquis Nowell,SG,24,TOR,1,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,11-2023
Jusuf Nurkić,C,29,PHO,13,13,27.4,3.5,8.1,0.429,0.6,2.4,0.258,2.8,5.7,0.5,0.467,3.0,3.9,0.765,2.8,6.2,8.9,4.3,1.2,0.9,2.1,3.5,10.5,11-2023
Jordan Nwora,SF,25,IND,4,0,14.8,3.5,7.3,0.483,1.0,3.3,0.308,2.5,4.0,0.625,0.552,0.8,1.0,0.75,0.8,2.0,2.8,1.3,0.8,0.3,1.5,1.3,8.8,11-2023
Royce O'Neale,SF,30,BRK,13,4,30.2,2.6,7.4,0.354,2.3,6.1,0.38,0.3,1.3,0.235,0.51,0.2,0.3,0.5,0.7,4.8,5.5,3.2,0.6,0.8,1.1,3.0,7.7,11-2023
Chuma Okeke,SF,25,ORL,6,0,3.8,0.3,1.0,0.333,0.2,0.7,0.25,0.2,0.3,0.5,0.417,0.0,0.0,,0.5,0.7,1.2,0.2,0.0,0.0,0.2,0.0,0.8,11-2023
Josh Okogie,SG,25,PHO,13,6,21.7,2.2,4.9,0.438,0.6,2.2,0.286,1.5,2.8,0.556,0.5,2.2,2.5,0.848,1.7,1.3,3.0,1.0,0.8,0.4,0.8,1.2,7.1,11-2023
Onyeka Okongwu,C,23,ATL,12,0,22.1,3.2,5.3,0.594,0.3,0.8,0.3,2.9,4.5,0.648,0.617,2.3,2.5,0.933,2.7,4.0,6.7,1.4,0.6,0.9,1.1,3.2,8.9,11-2023
Isaac Okoro,SF,23,CLE,6,5,28.8,3.5,7.2,0.488,1.0,2.5,0.4,2.5,4.7,0.536,0.558,1.5,2.2,0.692,2.0,2.8,4.8,2.2,1.2,0.5,1.0,3.8,9.5,11-2023
Kelly Olynyk,C,32,UTA,13,0,20.6,2.7,4.7,0.574,0.8,1.8,0.417,1.9,2.8,0.676,0.656,1.4,1.5,0.9,2.2,3.5,5.8,3.8,0.9,0.2,2.0,3.1,7.5,11-2023
Eugene Omoruyi,SF,26,WAS,8,0,6.5,1.9,2.8,0.682,0.4,0.9,0.429,1.5,1.9,0.8,0.75,0.9,1.3,0.7,0.5,1.4,1.9,0.8,0.4,0.1,0.8,0.8,5.0,11-2023
Cedi Osman,SF,28,SAS,14,0,19.6,3.2,6.3,0.511,1.6,3.6,0.451,1.6,2.6,0.595,0.642,0.4,0.6,0.75,0.5,1.6,2.1,1.3,0.4,0.2,0.5,1.4,8.5,11-2023
Kelly Oubre Jr.,SF,28,PHI,8,5,29.0,5.9,11.8,0.5,1.8,4.6,0.378,4.1,7.1,0.579,0.574,2.8,3.5,0.786,1.4,3.8,5.1,0.6,1.4,0.4,0.9,2.4,16.3,11-2023
Chris Paul,PG,38,GSW,15,6,28.8,3.5,8.9,0.398,1.3,3.9,0.328,2.3,5.0,0.453,0.47,1.5,1.6,0.917,0.3,3.5,3.9,7.7,1.7,0.1,1.2,1.7,9.8,11-2023
Cameron Payne,PG,29,MIL,14,2,17.9,2.4,4.8,0.507,1.4,2.7,0.526,1.0,2.1,0.483,0.657,0.4,0.4,1.0,0.1,1.2,1.3,2.4,0.5,0.1,0.8,2.2,6.7,11-2023
Gary Payton II,SG,31,GSW,12,0,17.3,2.4,5.3,0.453,0.8,2.2,0.346,1.7,3.2,0.526,0.523,0.4,0.7,0.625,1.2,1.8,3.0,1.0,1.2,0.2,0.5,1.6,6.0,11-2023
Filip Petrušev,C,23,TOT,3,0,3.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,11-2023
Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11-2023
Filip Petrušev,C,23,SAC,2,0,3.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,11-2023
Julian Phillips,SF,20,CHI,6,0,2.8,0.2,0.8,0.2,0.0,0.3,0.0,0.2,0.5,0.333,0.2,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,11-2023
Jalen Pickett,SG,24,DEN,8,0,7.8,1.1,1.9,0.6,0.6,1.3,0.5,0.5,0.6,0.8,0.767,0.3,0.3,1.0,0.1,1.0,1.1,0.9,0.4,0.0,0.5,0.8,3.1,11-2023
Mason Plumlee,C,33,LAC,6,0,17.0,2.0,3.2,0.632,0.0,0.0,,2.0,3.2,0.632,0.632,1.0,2.3,0.429,1.3,4.2,5.5,1.0,0.7,0.2,0.8,1.0,5.0,11-2023
Brandin Podziemski,SG,20,GSW,10,0,15.9,2.4,5.0,0.48,1.0,2.2,0.455,1.4,2.8,0.5,0.58,0.9,1.1,0.818,0.8,3.1,3.9,2.2,0.3,0.0,1.2,1.8,6.7,11-2023
Jakob Poeltl,C,28,TOR,13,13,25.6,5.0,7.2,0.699,0.0,0.0,,5.0,7.2,0.699,0.699,1.0,2.0,0.5,2.8,5.5,8.3,2.2,0.9,1.0,1.6,2.7,11.0,11-2023
Aleksej Pokusevski,PF,22,OKC,5,0,6.2,0.4,1.6,0.25,0.2,1.2,0.167,0.2,0.4,0.5,0.313,0.2,0.4,0.5,0.4,1.0,1.4,1.0,0.0,0.2,0.6,0.8,1.2,11-2023
Jordan Poole,SG,24,WAS,13,13,29.2,6.2,15.5,0.396,1.9,6.8,0.284,4.2,8.8,0.482,0.458,2.4,2.8,0.838,0.5,1.9,2.4,3.5,1.1,0.5,2.9,3.2,16.6,11-2023
Craig Porter Jr.,PG,23,CLE,8,0,11.4,2.5,4.5,0.556,0.0,0.1,0.0,2.5,4.4,0.571,0.556,1.5,2.1,0.706,0.4,1.8,2.1,1.9,0.8,0.3,0.8,1.4,6.5,11-2023
Michael Porter Jr.,SF,25,DEN,14,14,30.6,6.4,13.9,0.464,2.9,7.6,0.377,3.6,6.3,0.568,0.567,0.9,1.2,0.706,1.9,6.3,8.2,1.4,0.4,0.8,1.2,2.4,16.6,11-2023
Otto Porter Jr.,SF,30,TOR,6,1,14.8,1.2,3.2,0.368,0.8,2.2,0.385,0.3,1.0,0.333,0.5,0.2,0.2,1.0,0.5,2.0,2.5,0.2,0.5,0.5,0.0,1.2,3.3,11-2023
Bobby Portis,PF,28,MIL,14,0,23.3,5.2,10.3,0.507,0.9,2.6,0.324,4.4,7.6,0.57,0.549,1.8,2.4,0.758,1.0,5.5,6.5,1.4,0.9,0.4,1.1,2.1,13.1,11-2023
Kristaps Porziņģis,C,28,BOS,13,13,31.2,6.5,11.9,0.548,1.6,4.8,0.333,4.9,7.1,0.696,0.616,4.8,5.9,0.818,1.5,5.4,6.9,1.9,0.6,1.9,1.2,3.3,19.5,11-2023
Dwight Powell,C,32,DAL,13,1,16.5,1.6,2.2,0.724,0.1,0.1,1.0,1.5,2.2,0.714,0.741,2.0,2.6,0.765,1.6,2.2,3.8,1.4,0.4,0.6,0.4,1.8,5.3,11-2023
Norman Powell,SG,30,LAC,12,0,25.3,4.4,9.0,0.491,2.0,4.6,0.436,2.4,4.4,0.547,0.602,2.3,2.9,0.771,0.2,2.1,2.3,1.4,0.7,0.6,1.1,2.4,13.1,11-2023
